__id__,canal,cantidad,company,cp,createdAt,daysToDelivery,error,errorMessage,fechaCompra,fechaEstimada,fulfillmentType,isFlash,isMarketplace,noPedido,plan,productType,sku,storeSelected,tipoPago,edd1,edd2
oHhafdKdxW8HVancJ1kE,APV AND,2,LP,3020,__Timestamp__2025-01-15T19:34:56.939Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,80000189,B,,11764550,103,Efectivo,,
oHi1dH5qbVW1RiVLmgPf,WEB,1,SBB,11560,__Timestamp__2024-08-28T00:01:50.606Z,0,,,__Timestamp__2024-08-28T00:01:26.000Z,02 de septiembre-06 de septiembre,Fulfillment_Type_Liverpool,,TRUE,3550001216,null,Soft Line,1030529321,N/A,creditCard,,
oHtjXq7PW0gDE7eUiv1p,WEB,1,SBB,1030,__Timestamp__2024-10-02T00:44:45.700Z,0,,,__Timestamp__2024-10-02T00:44:40.000Z,21 de octubre-31 de octubre,Fulfillment_Type_Liverpool,,FALSE,sg1929520157,null,Soft Line,SB3631512,N/A,creditCard,,
oIB78UYNiWGfCGhWcoqK,WEB,13,LP,64070,__Timestamp__2025-01-22T16:25:10.502Z,N/A,4,,__Timestamp__2025-01-22T16:25:08.000Z,Por ahora no es posible mostrar la fecha de entrega.,Fulfillment_Type_Liverpool,,FALSE,3190000203,null,Soft Line,1025601994,31,creditCard,,
oICWk0BS6zNyuBL2rlhz,APP,1,LP,11000,__Timestamp__2025-03-25T15:55:15.208Z,N/A,3,,__Timestamp__2025-03-25T15:55:08.000Z,El Código Postal es incorrecto.,Fulfillment_Type_Liverpool,,FALSE,9800094063,null,Big Ticket,1031201451,N/A,creditCard,,
oIG7tn3fpwF2vF4mi9Ue,WEB,2,SBB,1030,__Timestamp__2025-05-15T06:06:30.521Z,N/A,4,No se cuenta con inventario suficiemte,__Timestamp__2025-05-15T06:06:26.000Z,Por ahora no es posible mostrar la fecha de entrega.,Fulfillment_Type_Liverpool,,FALSE,sg1968440096,null,Big Ticket,SB5000198236,N/A,creditCard,,
oIHVZHAQ96Sk900GScJZ,APV AND,1,LP,54770,__Timestamp__2025-04-24T14:27:54.172Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Recibe mañana - 18 de Julio,,TRUE,FALSE,3840000207,B,,1029124783,103,Efectivo,,
oIIwaSjFx1Lqv6jV6XXf,WEB,7,LP,31624,__Timestamp__2024-08-30T02:06:19.882Z,3,,,__Timestamp__2024-08-30T02:06:09.000Z,Por ahora no es posible mostrar la fecha de entrega.,Fulfillment_Type_Liverpool,,FALSE,5330000182,null,Soft Line,1031270941,,creditCard,,
oINoKqRYxj4TxNaBDb2g,WEB,1,LP,50480,__Timestamp__2024-10-29T16:00:40.615Z,0,,,__Timestamp__2024-10-29T15:59:55.000Z,18 de noviembre-28 de noviembre,Fulfillment_Type_Liverpool,,FALSE,4730000171,B,Soft Line,1030508897,N/A,creditCard,,
oIP05sAKdjohtx7Q8h8x,APV AND,1,LP,52040,__Timestamp__2025-03-12T16:30:48.438Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,590000228,B,,1029124791,103,Efectivo,,
oIPb75cec5MPplbV1uMQ,WEB,2,LP,62757,__Timestamp__2025-02-19T17:43:19.028Z,N/A,,,__Timestamp__2025-02-19T17:42:59.000Z,Por ahora no es posible mostrar la fecha de entrega.,Fulfillment_Type_Liverpool,,FALSE,6810000193,null,Soft Line,85697781,N/A,creditCard,,
oIVFxGJ7AiokjKewkOgk,WEB,3,LP,2790,__Timestamp__2025-04-23T19:00:53.566Z,1,,,__Timestamp__2025-04-23T19:00:46.000Z,24 de abril-27 de abril,Fulfillment_Type_Liverpool,,FALSE,4010000203,A,Soft Line,1010625978,1,creditCard,,
oIgUVKz29hKPuKZGdWQI,APV AND,1,LP,11870,__Timestamp__2025-05-12T16:14:25.102Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,190000234,B,,1023908651,103,Efectivo,,
oIh4od7MkcrKUzOzSI9X,WEB,1,LP,5348,__Timestamp__2024-12-17T23:13:25.661Z,0,,,__Timestamp__2024-12-17T23:13:08.000Z,06 de enero-16 de enero,Liverpool_CNC_PICK_PACK,,FALSE,130000212,B,Soft Line,1019154854,N/A,creditCard,,
oIixsnizelaNcbDeqesB,WEB,1,LP,54769,__Timestamp__2024-06-24T16:54:53.350Z,3,,,24 de junio de 2024 10:54,26 de junio-29 de junio,Fulfillment_Type_Liverpool,,FALSE,6660000168,null,Soft Line,12439482,29,creditCard,,
oIjdlasqhapAXr9YUkO2,APV AND,1,LP,52040,__Timestamp__2025-02-05T15:49:07.228Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,7580000208,B,,1029124791,103,Efectivo,,
oIrDBASX4P6cZjCe6D2i,APV AND,1,LP,52040,__Timestamp__2024-11-28T20:30:48.430Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,8690000187,B,,1029124791,103,Efectivo,,
oIvvgDNIx4CI5YeFRGni,APV AND,1,LP,3100,__Timestamp__2024-11-28T18:38:26.373Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,6840000174,B,,1005764773,103,Efectivo,,
oJ0jfCsWq0dxZkm2BHGk,APP,1,LP,45440,__Timestamp__2024-07-17T15:32:51.311Z,6,,,__Timestamp__2024-07-17T15:32:32.000Z,16 de agosto-22 de agosto,Fulfillment_Type_Liverpool,,FALSE,9613541052,null,Big Ticket,1032085209,830,creditCard,,
oJ9RJMGIl6o5OgEel3CE,WEB,3,LP,1400,__Timestamp__2024-09-12T02:41:11.702Z,3,,,__Timestamp__2024-09-12T02:41:01.000Z,12 de septiembre-15 de septiembre,Fulfillment_Type_Liverpool,,FALSE,2520000171,null,Soft Line,1029124821,2,creditCard,,
oJA2N7V72c0emVNUAYhI,APV AND,1,LP,14300,__Timestamp__2024-11-05T00:51:05.908Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,7400000164,B,,1029124791,103,Efectivo,,
oJQyIZ8SZIVKtaOSCvb0,APV AND,2,LP,31607,__Timestamp__2024-11-13T13:52:06.994Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,1039446800,B,,53230237,103,Efectivo,,
oJTGaMSl9mBOqe1w3aNN,WEB,1,LP,60014,__Timestamp__2024-11-15T10:11:24.508Z,N/A,4,,__Timestamp__2024-11-15T10:11:15.000Z,Por ahora no es posible mostrar la fecha de entrega.,Fulfillment_Type_Liverpool,,FALSE,9613672139,null,Big Ticket,1033035671,N/A,paypal,,
oJV3yBvBK7DbklVPINBn,WEB,1,SBB,14300,__Timestamp__2024-08-21T18:58:54.189Z,N/A,3,Parametros no validos por el OMS / El SKU no esta dado de alta en OMS,__Timestamp__2024-08-21T18:58:25.000Z,El Código Postal es incorrecto.,Fulfillment_Type_Liverpool,,FALSE,sg1922140186,null,Soft Line,1027971187,N/A,creditCard,,
oJWtKFcmlKdgvY8BmPAJ,APP,1,LP,8500,__Timestamp__2024-09-09T23:56:45.331Z,N/A,4,,__Timestamp__2024-09-09T23:56:17.000Z,Por ahora no es posible mostrar la fecha de entrega.,Fulfillment_Type_Liverpool,,FALSE,9613605725,null,Big Ticket,1029859589,N/A,paypal,,
oJbtYKnIikuejuGsQqGJ,WEB,2,LP,11000,__Timestamp__2025-04-30T14:24:17.667Z,0,,,__Timestamp__2025-04-30T14:24:01.000Z,30 de abril,Fulfillment_Type_Liverpool,,FALSE,4830000192,A,Soft Line,72268041,2,paypal,30/04/2025,30/04/2025
oJhn4Paehhfq3m0S82MV,WEB,1,LP,6060,__Timestamp__2025-05-07T15:42:34.605Z,0,,,__Timestamp__2025-05-07T15:42:21.000Z,16 de mayo-25 de mayo,Liverpool_CNC_PICK_PACK,,FALSE,2990000236,B,Soft Line,1033277659,,creditCard,16/05/2025,25/05/2025
oJjlXF5qk6C2TcjigXPj,APV AND,2,LP,14300,__Timestamp__2024-12-09T16:45:59.291Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,3630000190,B,,1032899567,103,Efectivo,,
oJr9yhNWjrzK2Ykm7LFF,APV AND,1,LP,52040,__Timestamp__2025-03-12T17:50:00.979Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,8680000214,B,,1029124791,103,Efectivo,,
oJtafZrbGTl56EK91tZ0,WEB,1,SBB,3020,__Timestamp__2024-09-13T16:57:27.278Z,0,,,__Timestamp__2024-09-13T16:57:21.000Z,25 de septiembre-27 de septiembre,Fulfillment_Type_Liverpool,,FALSE,sg1926320333,null,Soft Line,SB3631512,N/A,creditCard,,
oJxXFW7d3Gj4OPLdDsNg,APV AND,1,LP,14300,__Timestamp__2024-11-09T01:58:52.029Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,5110000172,B,,1029124791,103,Efectivo,,
oJzEMMYCvBZt9vDBPUL1,WEB,2,LP,4100,__Timestamp__2025-02-11T00:25:11.455Z,0,,,__Timestamp__2025-02-11T00:25:08.000Z,10 de febrero-14 de febrero,Fulfillment_Type_Liverpool,,FALSE,2780000217,A,Soft Line,1010759702,6,creditCard,10/02/2025,14/02/2025
oK6nKFclZOwSYHkJ2GWs,WEB,3,LP,3100,__Timestamp__2024-09-12T02:24:22.905Z,3,,,__Timestamp__2024-09-12T02:24:13.000Z,12 de septiembre-15 de septiembre,Fulfillment_Type_Liverpool,,FALSE,3210000161,null,Soft Line,1029124821,2,creditCard,,
oK8VAfPczLMJs9WKkAs8,APV AND,1,LP,,__Timestamp__2025-01-13T19:15:45.574Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,,Fulfillment_Type_Liverpool,TRUE,FALSE,250000205,,SL,53023,74,Efectivo,,
oKAVx2LrY2g40sGMPng7,WEB,1,LP,11320,__Timestamp__2025-05-15T14:54:17.154Z,0,,,__Timestamp__2025-05-15T14:53:47.000Z,24 de mayo-02 de junio,Fulfillment_Type_Liverpool,,FALSE,6450000211,B,Soft Line,1033266100,,paypal,24/05/2025,02/06/2025
oKEuTxmGxzaZPe5E6iRn,MOBILE,1,LP,3310,__Timestamp__2025-04-23T00:36:15.257Z,0,,,__Timestamp__2025-04-23T00:35:44.000Z,02 de mayo-05 de mayo,Fulfillment_Type_Liverpool,,TRUE,8990000228,null,Soft Line,1030529525,N/A,creditCard,,
oKLDEok65iEa1UHFWuId,WEB,1,SBB,3020,__Timestamp__2024-12-05T01:43:20.260Z,6,,,__Timestamp__2024-12-05T01:43:14.000Z,08 de diciembre-14 de diciembre,Fulfillment_Type_Liverpool,,FALSE,sg1940380008,null,Soft Line,SB5000122957,782,creditCard,,
oKMHVHBLXDg5dl9eXS8l,APV AND,1,LP,52040,__Timestamp__2025-01-30T19:02:37.579Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,4760000193,B,,1029124791,103,Efectivo,,
oKPUohwqOv4HQ6myYsBa,WEB,1,LP,4500,__Timestamp__2024-08-29T20:46:17.081Z,0,,,__Timestamp__2024-08-29T20:46:07.000Z,03 de septiembre-13 de septiembre,Fulfillment_Type_Liverpool,,TRUE,5550000189,null,Big Ticket,1030528961,N/A,creditCard,,
oKQSTNz1HNFZExHcyRKV,APP,1,LP,13000,__Timestamp__2024-08-06T17:18:02.743Z,0,,,__Timestamp__2024-08-06T17:17:44.000Z,07 de agosto,Fulfillment_Type_Liverpool,,FALSE,9613564054,null,Big Ticket,1009336687,N/A,creditCard,,
oKRZLCKVq9ISbrL5W0GJ,APV AND,1,LP,47670,__Timestamp__2025-04-25T15:05:18.628Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Recibe mañana - 18 de Julio,,TRUE,FALSE,8770000200,B,,1031299281,103,Efectivo,,
oKRfA5pfEVa8FaG8SoXO,APV AND,1,LP,14300,__Timestamp__2024-11-11T06:34:45.557Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,1039386279,B,,1029124791,103,Efectivo,,
oKU9ThbsInPuWahcWr9y,APP,2,LP,54310,__Timestamp__2024-07-22T23:18:54.766Z,10,,,__Timestamp__2024-07-22T23:18:29.000Z,08 de octubre-18 de octubre,Fulfillment_Type_Liverpool,,FALSE,9613546358,null,Big Ticket,1032795494,830,creditCard,,
oKURM96CXtUWqdzT5kvM,WEB,1,LP,4100,__Timestamp__2024-12-27T13:53:08.235Z,1,,,__Timestamp__2024-12-27T13:52:47.000Z,28 de diciembre-01 de enero,Fulfillment_Type_Liverpool,,FALSE,1750001498,null,Soft Line,11764550,1,creditCard,,
oKUz6zw88UPf8tOkjBge,WEB,1,LP,11320,__Timestamp__2025-05-15T14:54:17.154Z,0,,,__Timestamp__2025-05-15T14:53:47.000Z,24 de mayo-02 de junio,Fulfillment_Type_Liverpool,,FALSE,8220000227,B,Soft Line,1033265901,,paypal,24/05/2025,02/06/2025
oKWiYcoiGD1bUXI6MIVI,APV AND,1,LP,52040,__Timestamp__2025-03-12T04:30:42.086Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,4550001964,B,,1029124791,103,Efectivo,,
oKd0U5z0meSIuCEhcn2m,WEB,1,SBB,8500,__Timestamp__2024-09-19T21:53:29.621Z,0,,,__Timestamp__2024-09-19T21:53:20.000Z,09 de octubre-19 de octubre,Fulfillment_Type_Liverpool,,FALSE,sg1927220489,null,Soft Line,SB3828024,N/A,creditCard,,
oKdd3qt8x91tF6HL8pWY,WEB,1,LP,3100,__Timestamp__2025-03-05T02:02:37.386Z,N/A,,,__Timestamp__2025-03-05T02:02:23.000Z,Por ahora no es posible mostrar la fecha de entrega.,Liverpool_CNC_PICK_PACK,,TRUE,680000197,null,Soft Line,1030856925,N/A,creditCard,,
oKdyCM1jFdMFT1Bpgny1,WEB,1,LP,52140,__Timestamp__2025-05-15T17:11:07.659Z,N/A,,,__Timestamp__2025-05-15T17:10:44.000Z,Por ahora no es posible mostrar la fecha de entrega.,Liverpool_CNC_PICK_PACK,,FALSE,70000212,null,Soft Line,1033263445,N/A,paypal,,
oKeGlXTBfxwBrcwZilOM,WEB,1,SBB,1400,__Timestamp__2025-02-17T17:24:03.472Z,0,,,__Timestamp__2025-02-17T17:23:59.000Z,21 de febrero-25 de febrero,Fulfillment_Type_Liverpool,,TRUE,3150000187,null,Soft Line,1030694704,N/A,creditCard,21/02/2025,25/02/2025
oKeW65nXyv074M8YbEPz,APV AND,1,LP,3100,__Timestamp__2025-03-13T20:08:09.097Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Por el momento no es posible entregar una fecha estimada,Fulfillment_Type_Liverpool,TRUE,FALSE,9800083827,A,BT,1003219417,103,Efectivo,,
oKhjtwFmMjtpJAbS7nsC,APV AND,1,LP,14300,__Timestamp__2024-11-05T00:20:44.959Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,5450000175,B,,1029124791,103,Efectivo,,
oKi4bokR2kud2QtNfIRl,WEB,2,LP,3100,__Timestamp__2024-07-02T18:33:26.383Z,0,,,02 de julio de 2024 12:33,10 de julio-18 de julio,Liverpool_CNC_PICK_PACK,,FALSE,2610000170,null,Soft Line,1026703235,N/A,creditCard,,
oKib62rtZl5807dnzIwy,APP,1,LP,53660,__Timestamp__2025-02-10T19:28:01.411Z,0,,,__Timestamp__2025-02-10T19:27:58.000Z,14 de febrero-17 de febrero,Fulfillment_Type_Liverpool,,TRUE,6120000193,null,Soft Line,1030856925,N/A,creditCard,14/02/2025,17/02/2025
oKoY3QcZP4CnMyp2N2vi,APV AND,1,LP,5348,__Timestamp__2025-05-05T20:05:20.991Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Por el momento no es posible entregar una fecha estimada,Fulfillment_Type_Liverpool,TRUE,FALSE,9800124563,A,BT,1032258146,103,Efectivo,,
oKqUYBjxZj8gE8S9XJG4,APV AND,1,LP,45200,__Timestamp__2025-03-20T23:28:48.188Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Por el momento no es posible entregar una fecha estimada,Fulfillment_Type_Liverpool,TRUE,FALSE,9800090517,A,BT,1033195211,103,Efectivo,,
oL2ILSfJVukl1jG5OI6F,WEB,2,LP,91193,__Timestamp__2025-04-30T15:45:59.157Z,0,,,__Timestamp__2025-04-30T15:45:51.000Z,30 de abril-03 de mayo,Liverpool_CNC_PICK_PACK,,FALSE,20000242,A,Soft Line,1003667614,2,creditCard,30/04/2025,03/05/2025
oL4MMsezrSlt95ackjm9,WEB,1,LP,31624,__Timestamp__2024-08-08T18:37:24.363Z,3,,,__Timestamp__2024-08-08T18:37:23.000Z,16 de agosto-19 de agosto,Fulfillment_Type_Liverpool,,FALSE,3974354,null,Soft Line,1004591794,125,creditCard,,
oL9IhHLeiEGToDTTzTLp,WEB,3,LP,11000,__Timestamp__2024-07-30T17:54:28.049Z,3,,,__Timestamp__2024-07-30T17:54:17.000Z,31 de julio-03 de agosto,Liverpool_CNC_PICK_PACK,,FALSE,40000187,null,Soft Line,1029124791,199,creditCard,,
oL9nyYPgmZU6GQWziLme,APV AND,1,LP,14300,__Timestamp__2024-11-11T03:02:25.350Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,2400000169,B,,1029124791,103,Efectivo,,
oLA70aQPvpjWLl42Gjpr,WEB,2,LP,1296,__Timestamp__2024-08-01T18:12:45.573Z,0,,,__Timestamp__2024-08-01T18:12:32.000Z,04 de agosto,Fulfillment_Type_Liverpool,,FALSE,9613560136,null,Big Ticket,1032797284,N/A,creditCard,,
oLBsF8BVQ3jXU85ip99J,WEB,1,LP,1030,__Timestamp__2024-09-09T22:23:07.089Z,3,,,__Timestamp__2024-09-09T22:22:57.000Z,10 de septiembre-13 de septiembre,Fulfillment_Type_Liverpool,,FALSE,7380000174,null,Soft Line,16781746,2,creditCard,,
oLIkN1PPaTx53qTXKUSu,APV AND,1,LP,6060,__Timestamp__2024-12-10T16:23:20.211Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Mié 11 diciembre 2024 - Sáb 14 diciembre 2024,Liverpool_CNC_PICK_PACK,TRUE,FALSE,1020001344,A,SL,1026703235,103,Efectivo,,
oLLyMzmEEEq6VEKSLLBD,APV AND,2,LP,31607,__Timestamp__2024-11-13T13:40:33.196Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,1039405509,B,,53230237,103,Efectivo,,
oLMaLOyUogqAVKjjfx6a,MOBILE,1,LP,67118,__Timestamp__2024-11-21T23:02:49.800Z,0,,,__Timestamp__2024-11-21T23:02:16.000Z,25 de noviembre-28 de noviembre,Fulfillment_Type_Liverpool,,TRUE,5210000205,null,Soft Line,1030694879,N/A,creditCard,,
oLOkHLIirhzxqeH9EwLA,WEB,1,LP,53660,__Timestamp__2025-01-30T00:27:13.575Z,0,,,__Timestamp__2025-01-30T00:27:09.000Z,01 de febrero-04 de febrero,Fulfillment_Type_Liverpool,,TRUE,7380000202,null,Soft Line,1030694691,N/A,creditCard,01/02/2025,04/02/2025
oLPsAmgEasxE3lyztheT,APV AND,1,LP,52040,__Timestamp__2025-03-12T04:29:54.044Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,7250000219,B,,1029124791,103,Efectivo,,
oLQmEv2lUiodYmc3v9iK,WEB,3,LP,1030,__Timestamp__2024-09-11T22:25:28.892Z,3,,,__Timestamp__2024-09-11T22:25:19.000Z,12 de septiembre-15 de septiembre,Fulfillment_Type_Liverpool,,FALSE,6360000176,null,Soft Line,1029124821,2,creditCard,,
oLWWAJ8TNluxEfSjlxBa,WEB,1,LP,6060,__Timestamp__2025-02-06T14:26:52.034Z,N/A,4,,__Timestamp__2025-02-06T14:26:48.000Z,Por ahora no es posible mostrar la fecha de entrega.,Liverpool_CNC_PICK_PACK,,FALSE,2730000205,null,Soft Line,1043512028,N/A,creditCard,,
oLmGrweeWe2QzIhSFZUO,WEB,1,LP,6720,__Timestamp__2025-03-03T22:45:16.677Z,3,,,__Timestamp__2025-03-03T22:45:11.000Z,03 de marzo-06 de marzo,Fulfillment_Type_Liverpool,,FALSE,1870000210,A,Soft Line,1025831329,1,creditCard,03/03/2025,06/03/2025
oLmMKHlYCkcOZqoX2qNv,WEB,1,SBB,64349,__Timestamp__2024-10-24T00:14:57.370Z,0,,,__Timestamp__2024-10-24T00:14:42.000Z,12 de noviembre-22 de noviembre,Fulfillment_Type_Liverpool,,FALSE,sg1932750007,null,Soft Line,SB5000122205,N/A,creditCard,,
oLnGXgvOktrrzkosXuJ5,MOBILE,3,LP,3330,__Timestamp__2024-12-27T18:29:27.729Z,3,,,__Timestamp__2024-12-27T18:29:07.000Z,28 de diciembre-31 de diciembre,Liverpool_CNC_PICK_PACK,,FALSE,2830000210,null,Soft Line,1005976070,7,creditCard,,
oLxAIJ2HqMaPe3GDlO6s,APV AND,1,LP,52040,__Timestamp__2025-02-05T15:34:27.568Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,7730000203,B,,1029124791,103,Efectivo,,
oM65fI2xbWX9FT1UsBT5,WEB,1,LP,14610,__Timestamp__2025-01-22T23:30:44.828Z,0,,,__Timestamp__2025-01-22T23:30:42.000Z,22 de enero-26 de enero,Fulfillment_Type_Liverpool,,FALSE,4390002055,A,Soft Line,1030508889,1,creditCard,22/01/2025,26/01/2025
oM7TLMFyiCF8kT5zFyRU,APV AND,2,LP,31607,__Timestamp__2025-01-16T15:49:58.686Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,6010000178,B,,11764550,103,Efectivo,,
oMF8XSY7FkZ840WeFd4i,WEB,1,LP,98080,__Timestamp__2024-10-24T03:02:20.026Z,3,,,__Timestamp__2024-10-24T03:02:03.000Z,30 de octubre-02 de noviembre,Fulfillment_Type_Liverpool,,FALSE,2840000175,A,Soft Line,37337889,127,creditCard,,
oMJXoIn6l7EPEVPlVzkz,APV AND,2,LP,60955,__Timestamp__2025-01-16T19:29:40.532Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,1840000195,B,,12896964,103,Efectivo,,
oMKS4KZQok7J00EOnhmI,APP,2,LP,66470,__Timestamp__2024-07-30T18:23:29.883Z,3,,,__Timestamp__2024-07-30T18:23:20.000Z,31 de julio-03 de agosto,Fulfillment_Type_Liverpool,,FALSE,5510000186,null,Soft Line,1030796027,45,creditCard,,
oMLyqiw84vCmImIUmtAW,WEB,1,SBB,55300,__Timestamp__2025-03-18T15:38:08.616Z,N/A,,,__Timestamp__2025-03-18T15:37:56.000Z,Por ahora no es posible mostrar la fecha de entrega.,Fulfillment_Type_Liverpool,,TRUE,1080000202,null,Soft Line,1032956536,N/A,creditCard,,
oMWNCFx9yKicXWe9NMKg,APV AND,1,LP,52040,__Timestamp__2025-01-21T21:03:20.203Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,6830000200,B,,1029124791,103,Efectivo,,
oMWp8YKaoAjMza6FkLC1,WEB,1,SBB,22750,__Timestamp__2024-09-19T16:44:27.465Z,N/A,4,No se cuenta con inventario suficiemte,__Timestamp__2024-09-19T16:44:22.000Z,Por ahora no es posible mostrar la fecha de entrega.,Fulfillment_Type_Liverpool,,FALSE,sg1927220254,null,Big Ticket,SB5000217681,N/A,creditCard,,
oMm0ZdOan4P6EVYVjIk8,WEB,10,LP,14610,__Timestamp__2025-02-25T22:35:13.574Z,N/A,4,,__Timestamp__2025-02-25T22:35:09.000Z,Por ahora no es posible mostrar la fecha de entrega.,Fulfillment_Type_Liverpool,,FALSE,1280000202,null,Soft Line,1031971370,N/A,creditCard,,
oMnXxKb2e8wvpBAcRUbr,APV AND,1,LP,52040,__Timestamp__2025-01-21T19:54:54.160Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,5480000204,B,,1029124791,103,Efectivo,,
oMzDHfjy2Fw2yeBzqR9J,APP,1,LP,52755,__Timestamp__2024-08-28T23:11:08.627Z,0,,,__Timestamp__2024-08-28T23:10:57.000Z,04 de septiembre-07 de septiembre,Fulfillment_Type_Liverpool,,TRUE,3200000161,null,Soft Line,1030528898,N/A,creditCard,,
oN0GeQsJaXpoRgT6djy6,APV AND,1,LP,72447,__Timestamp__2025-05-13T00:04:51.327Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Recibe mañana - 18 de Julio,,TRUE,FALSE,2680000195,B,,1031991036,103,Efectivo,,
oN15WzKiO8SaUN1oylGy,APV AND,1,LP,14300,__Timestamp__2024-11-09T11:09:23.255Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,1039503311,B,,1029124791,103,Efectivo,,
oN5Frr1dLHt9Q5Xktira,APV AND,1,LP,14300,__Timestamp__2024-11-05T00:06:08.994Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,3420000186,B,,1029124791,103,Efectivo,,
oN5R29W7HunDLNihJyc2,WEB,1,SBB,11560,__Timestamp__2024-12-04T13:43:03.695Z,0,,,__Timestamp__2024-12-04T13:42:49.000Z,08 de diciembre-13 de diciembre,Fulfillment_Type_Liverpool,,TRUE,1400000216,null,Big Ticket,1030430707,N/A,creditCard,,
oNBFR30wgJSYBs08OQ5N,APV AND,1,LP,52040,__Timestamp__2024-11-28T21:03:21.461Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,5110000176,B,,1029124791,103,Efectivo,,
oNGB5XfmFY4CUB1ZkQIe,WEB,1,LP,58330,__Timestamp__2024-08-02T15:43:52.920Z,0,,,__Timestamp__2024-08-02T15:43:35.000Z,05 de septiembre-16 de septiembre,Fulfillment_Type_Liverpool,,FALSE,9613561241,null,Big Ticket,1029793871,N/A,creditCard,,
oNI9AcOjVxqVnPz6Ic6p,WEB,2,LP,7100,__Timestamp__2024-11-14T18:23:54.317Z,0,,,__Timestamp__2024-11-14T18:23:42.000Z,20 de noviembre-23 de noviembre,Fulfillment_Type_Liverpool,,TRUE,2180000180,null,Soft Line,1031327268,N/A,paypal,,
oNIocsf1Vlpz3JXMCs9l,WEB,1,LP,50920,__Timestamp__2025-03-24T17:22:19.954Z,N/A,3,,__Timestamp__2025-03-24T17:22:16.000Z,El Código Postal es incorrecto.,Fulfillment_Type_Liverpool,,FALSE,9800092968,null,Big Ticket,1030929833,N/A,creditCard,,
oNJN7hLs3fcAmU7OBhfH,APV AND,1,LP,14300,__Timestamp__2024-11-11T05:35:01.610Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,7170000182,B,,1029124791,103,Efectivo,,
